bank_transaction_id,bank_transaction_description,bank_transaction_amount,bank_transaction_type
21792823,wetherspoons Cash at Transact,-15.66,CSH
21792824,kfc,-31.04,DEB
21792825,SUNDRY DEBIT MACDONALDS Cash at Transact,-33.4,CSH
21792826,tesco metro ON 2019-7-3 CONTACTLESS,-18.75,DEB
21792827,lidl Apple Pay 24Jul19,-31.54,MPO
21792828,airbnb,-32.03,CSH
21792829,HILTON HOTELS FASTER PAYMENTS OUT,-30.14,FPO
21792830,Sundry debit:  TRAVELODGE CONTACTLESS,-26.45,DEB
21792831,GIRAFFE,-24.01,CSH
21792832,upper crust 23Jul19 CONTACTLESS,-3.86,DEB
21792833,SUNDRY DEBIT  BOOKING.COM CONTACTLESS,-13.71,DEB
21792834,SUNDRY DEBIT   best western,-23.25,DEB
21792835,ON 2019-8-4 krispy kreme CONTACTLESS,-21.16,DEB
21792836,macdonalds,-23.02,DEB
21792837,LEON,-15.96,CSH
21792838,WAITROSE,-35.86,FPO
21792839,Fin:  kfc,-19.39,FPO
21792840,krispy kreme  ON 2019-8-18,-13.47,CSH
21792841,ON 2019-8-21 VIA MOBILE travel lodge,-28.92,MPO
21792842,SUNDRY DEBIT WETHERSPOONS ON 2019-7-6,-23.35,CSH
21792843,ON 19 Jul AIRBNB CONTACTLESS,-29.65,DEB
21792844,29Aug19 TESCO METRO Cash at Transact,-26.1,CSH
21792845,travelodge,-11.22,DEB
21792846,CARD PAYMENT hilton hotels ON 8 Jul,-7.55,DEB
21792847,AIRBNB 15Jul19,-26.5,DEB
21792848,ON 2019-8-29 MACDONALDS,-22.92,DEB
21792849,Fin: CARD PAYMENT  nandos,-24.52,DEB
21792850,ON 2019-7-8 WAGAMAMAS,-10.94,FPO
21792851,Fin: ASDA 29Jul19,-17.44,CSH
21792852,SUNDRY DEBIT just eat,-2.91,DEB
21792853,Fin: TRAVEL LODGE 29Aug19,-11.65,DEB
21792854,GWR FOOD ON TRAIN,-16.43,CSH
21792855,Fin:  KRISPY KREME VIA MOBILE ONLINE,-9.6,MPO
21792856,HUNGRY DONKEY CARD PAYMENT ON 2019-7-25,-27.37,DEB
21792857,Sundry debit:   ALDI,-16.66,DEB
21792858,SUNDRY DEBIT nandos ON 2019-8-20,-39.31,CSH
21792859,SUNDRY DEBIT  VIA MOBILE ONLINE tesco metro,-23.82,MPO
21792860,VIA FASTER PAYMENT GIRAFFE ON 2019-7-17,-6.18,FPO
21792861,Fin: 24Aug19 TRAVEL LODGE,-18.74,DEB
21792862,SUNDRY DEBIT ON 10 Aug  premier inn,-14.97,CSH
21792863,ON 21 Jul  tesco metro,-10.26,CSH
21792864,SUNDRY DEBIT leonardo hotel  ON 2019-8-24,-18.51,DEB
21792865,STARBUCKS  17Aug19,-26.24,DEB
21792866,CONTACTLESS costa coffee ON 2 Jul,-3.05,DEB
21792867,Sundry debit:  WETHERSPOONS VIA MOBILE ONLINE,-28.68,MPO
21792868,KFC,-18.58,CSH
21792869,CONTACTLESS krispy kreme 29Aug19,-29.09,DEB
21792870,SUNDRY DEBIT CARD PAYMENT  BARBURRITO,-17.6,DEB
21792871,wagamamas,-25.33,DEB
21792872,Fin: JUST EAT  ON 22 Jul,-25.0,CSH
21792873,BOOKING.COM Cash at Transact,-2.59,CSH
21792874,Sundry debit:   wetherspoons,-25.72,DEB
21792875,Fin:  12Jul19 lidl,-32.43,CSH
21792876,uberuk_eats,-37.87,MPO
21792877,MACDONALDS,-18.62,CSH
21792878,Sundry debit:  travelodge,-4.83,FPO
21792879,SUNDRY DEBIT   TRAVELODGE,-16.84,CSH
21792880,CARD PAYMENT LEONARDO HOTEL ON 2019-8-4,-15.24,DEB
21792881,CONTACTLESS  STARBUCKS,-21.38,DEB
21792882,Fin:  GIRAFFE,-13.37,MPO
21792883,Fin:  PRET A MANGER,-12.39,CSH
21792884,ON 2019-7-2 FILLING STATION,-14.44,DEB
21792885,SUNDRY DEBIT LEON,-10.24,CSH
21792886,CONTACTLESS FILLING STATION,-7.07,DEB
21792887,WWW.JUST EAT.CO.UK,-22.62,DEB
21792888,Sundry debit: ON 2019-7-5 giraffe CARD PAYMENT,-18.4,DEB
21792889,easyjet inflight meals,-3.66,DEB
21792890,leon Cash at Transact,-12.07,CSH
21792891,TRAVELODGE,-1.58,MPO
21792892,SUNDRY DEBIT 19Jul19 GIRAFFE Apple Pay,-17.54,MPO
21792893,KFC CARD PAYMENT,-24.22,DEB
21792894,Fin: TESCO METRO,-14.75,FPO
21792895,Sundry debit:  WAGAMAMAS,-24.96,CSH
21792896,SUNDRY DEBIT CONTACTLESS  www.just eat.co.uk,-22.64,DEB
21792897,MACDONALDS,-15.11,DEB
21792898,Apple Pay upper crust,-30.17,MPO
21792899,ON 2019-8-5 just eat,-16.61,DEB
21792900,Sundry debit: booking.com,-38.69,DEB
21792901,CAFFE NERO  22Jul19,-8.58,CSH
21792902,CONTACTLESS ON 6 Jul GIRAFFE,-9.39,DEB
21792903,filling station,-42.41,DEB
21792904,pret a manger  CONTACTLESS,-41.64,DEB
21792905,ON 2019-7-26 nandos,-19.25,DEB
21792906,BOOKING.COM,-21.33,CSH
21792907,1Aug19  UBERUK_EATS,-28.62,CSH
21792908,Sundry debit: AIRBNB CARD PAYMENT ON 9 Aug,-50.35,DEB
21792909,SUNDRY DEBIT ON 2019-7-11 MACDONALDS Cash at Transact,-17.81,CSH
21792910,Fin: ON 2019-7-16 WETHERSPOONS,-9.66,CSH
21792911,caffe nero VIA FASTER PAYMENT,-18.57,FPO
21792912,Sundry debit: starbucks,-43.32,CSH
21792913,Fin: ON 2019-8-8  deliveroo.co.uk,-28.12,DEB
21792914,SUNDRY DEBIT   UBER EATS,-24.89,CSH
21792915,Fin: m&s simply food CARD PAYMENT,-34.0,DEB
21792916,KRISPY KREME 3Jul19,-14.03,CSH
21792917,KFC Cash at Transact,-14.1,CSH
21792918,TFL TRAVEL  CONTACTLESS,-22.1,DEB
21792919,Fin: booking.com,-9.84,DEB
21792920,Sundry debit: MACDONALDS CARD PAYMENT,-8.81,DEB
21792921,SUNDRY DEBIT  TESCO GARAGE 13Jul19,-7.43,FPO
21792922,SUNDRY DEBIT  ON 22 Jul strbcks,-21.58,CSH
21792923,LEON,-25.51,FPO
21792924,AIRBNB  16Aug19,-9.79,FPO
21792925,Sundry debit: KFC  Apple Pay,-23.45,MPO
21792926,ON 25 Aug VIA FASTER PAYMENT starbucks,-28.4,FPO
21792927,SUNDRY DEBIT  DELIVEROO.CO.UK,-22.88,MPO
21792928,NANDOS  CONTACTLESS,-8.67,DEB
21792929,tesco metro ON 2019-8-30 Cash at Transact,-26.63,CSH
21792930,Sundry debit:   barburrito,-16.0,DEB
21792931,Fin: pret a manger  4Aug19,-17.27,DEB
21792932,SUNDRY DEBIT   DOMINOS PIZZA UK,-6.33,MPO
21792933,Sundry debit:  HOTEL IBIS,-10.09,CSH
21792934,greggs plc,-11.41,DEB
21792935,m&s simply food,-22.8,FPO
21792936,Cash at Transact  WETHERSPOONS,-20.34,CSH
21792937,travel lodge,-18.6,DEB
21792938,KFC,-13.82,CSH
21792939,SUNDRY DEBIT macdonalds  13Aug19,-13.59,DEB
21792940,21Aug19 easyjet inflight meals,-19.3,DEB
21792941,13Jul19 krispy kreme,-28.64,DEB
21792942,Fin: ON 2019-8-11 best western CARD PAYMENT,-4.83,DEB
21792943,giraffe,-29.6,CSH
21792944,3Jul19 wagamamas,-11.98,MPO
21792945,BOOKING.COM,-39.95,DEB
21792946,Fin: kfc Cash at Transact 27Aug19,-25.03,CSH
21792947,OINK,-25.62,DEB
21792948,Fin: MACDONALDS,-34.35,CSH
21792949,premier inn,-32.0,CSH
21792950,Fin: VIA MOBILE ONLINE 6Jul19 costa coffee,-7.08,MPO
21792951,Fin: ON 2019-7-2 Cash at Transact FILLING STATION,-23.47,CSH
21792952,Fin: 18Aug19 GIRAFFE Cash at Transact,-27.72,CSH
21792953,yo sushi,-2.15,DEB
21792954,Fin:   TRAVELODGE,-28.61,CSH
21792955,ringgo parking CONTACTLESS ON 27 Aug,-31.59,DEB
21792956,nandos,-14.41,CSH
21792957,wagamamas,-24.28,CSH
21792958,Sundry debit: CONTACTLESS PRET A MANGER,-29.22,DEB
21792959,WAGAMAMAS,-14.52,DEB
21792960,SUNDRY DEBIT VIA MOBILE  GIRAFFE,-14.25,MPO
21792961,Fin: CARD PAYMENT CAFFE NERO ON 2019-8-11,-40.88,DEB
21792962,BARBURRITO 12Aug19,-29.72,DEB
21792963,18Jul19 ASDA,-35.98,DEB
21792964,SUNDRY DEBIT starbucks,-20.48,DEB
21792965,MACDONALDS,-29.05,MPO
21792966,Fin:  PRET A MANGER ON 2 Jul,-16.43,MPO
21792967,wagamamas ON 2019-8-17,-20.36,CSH
21792968,SUNDRY DEBIT  nandos,-27.96,CSH
21792969,just eat,-7.41,CSH
21792970,CARD PAYMENT ON 2019-8-31 BARBURRITO,-3.81,DEB
21792971,ON 26 Jul CARD PAYMENT starbucks,-34.25,DEB
21792972,Sundry debit:   UPPER CRUST,-12.06,CSH
21792973,travelodge,-26.72,CSH
21792974,Sundry debit: 12Aug19 Cash at Transact JURYS INN,-12.83,CSH
21792975,TESCO METRO,-35.73,DEB
21792976,AIRBNB ON 2019-7-15,-17.54,DEB
21792977,Sundry debit: leonardo hotel ON 4 Jul,-25.06,CSH
21792978,VIA FASTER PAYMENT MACDONALDS,-26.37,FPO
21792979,ON 8 Jul dominos pizza uk VIA MOBILE,-19.95,MPO
21792980,ON 29 Jul VIA MOBILE ONLINE booking.com,-20.31,MPO
21792981,starbucks,-15.53,DEB
21792982,ON 15 Aug CONTACTLESS macdonalds,-7.85,DEB
21792983,DELIVEROO.CO.UK,-2.68,FPO
21792984,airbnb ON 25 Jul,-20.6,FPO
21792985,COSTA COFFEE VIA MOBILE ONLINE,-18.19,MPO
21792986,7Aug19  STARBUCKS,-32.1,CSH
21792987,JUST EAT  ON 14 Aug,-18.72,FPO
21792988,Fin: ON 2019-8-14 kfc,-17.54,CSH
21792989,ON 5 Aug asda CARD PAYMENT,-9.77,DEB
21792990,VIA MOBILE  wetherspoons,-10.93,MPO
21792991,SUNDRY DEBIT OINK,-15.46,CSH
21792992,CONTACTLESS  UBER EATS,-23.16,DEB
21792993,JUST EAT,-43.6,DEB
21792994,ON 2019-8-30 KRISPY KREME,-37.98,FPO
21792995,SUNDRY DEBIT  GREGGS PLC CONTACTLESS,-29.61,DEB
21792996,ASDA  CONTACTLESS,-26.37,DEB
21792997,DOMINOS PIZZA UK ON 14 Aug,-15.23,DEB
21792998,ON 2019-7-9 kfc CONTACTLESS,-38.62,DEB
21792999,DELIVEROO.CO.UK,-15.55,FPO
21793000,ON 2019-8-27 COSTA COFFEE,-13.98,CSH
21793001,GREGGS PLC CARD PAYMENT ON 2019-8-20,-35.75,DEB
21793002,KRISPY KREME,-11.64,CSH
21793003,Fin:  macdonalds ON 25 Jul,-19.47,DEB
21793004,Fin: TRAVELODGE,-25.81,DEB
21793005,Fin: CAFFE NERO  CARD PAYMENT,-31.72,DEB
21793006,JUST EAT,-20.89,CSH
21793007,25Aug19 giraffe,-21.13,DEB
21793008,SUNDRY DEBIT tesco metro,-25.84,CSH
21793009,Fin: CARD PAYMENT  giraffe,-16.39,DEB
21793010,WETHERSPOONS,-22.14,FPO
21793011,VIA FASTER PAYMENT asda,-31.47,FPO
21793012,BARBURRITO,-26.34,DEB
21793013,CARD PAYMENT LEON,-19.51,DEB
21793014,CARD PAYMENT  kfc,-23.85,DEB
21793015,Sundry debit: ON 22 Jul TRAVELODGE CONTACTLESS,-8.42,DEB
21793016,CAFFE NERO,-30.82,DEB
21793017,travelodge,-14.89,CSH
21793018,YO SUSHI,-29.54,MPO
21793019,Sundry debit:   macdonalds,-10.3,DEB
21793020,ON 2019-8-5 COSTA COFFEE,-23.95,CSH
21793021,Fin: costa coffee CARD PAYMENT ON 18 Jul,-18.02,DEB
21793022,Fin:   kfc,-15.12,FPO
21793023,giraffe CONTACTLESS,-20.07,DEB
21793024,VIA MOBILE TRAVELODGE,-31.34,MPO
21793025,Sundry debit: ON 2019-8-21 bank of ireland,-1.92,CHG
21793026,halifax,-2.21,CHG
21793027,TRANSFERWISE Fee,-1.7,CHG
21793028,Sundry debit:   27Aug19,-2.12,CHG
21793029,SUNDRY DEBIT  VIA MOBILE ON 2019-8-10,-1.68,MPO
21793030,halifax ON 25 Jul,-2.09,CHG
21793031,Fin:,-1.75,CHG
21793032,Bank Charges paypal ON 5 Jul,-1.72,CHG
21793033,ON 2019-8-7 PAYPAL,-1.76,CHG
21793034,halifax,-2.51,CHG
21793035,Fin:,-1.81,CHG
21793036,AMZNMKTPLACE,-2.0,CHG
21793037,natwest,-1.63,CHG
21793038,SUNDRY DEBIT FASTER PAYMENTS OUT NATWEST,-2.05,FPO
21793039,Sundry debit:  natwest Bank Charges,-1.56,CHG
21793040,13Jul19 PAYPAL,-2.34,CHG
21793041,Fee ON 2019-8-22,-1.99,CHG
21793042,PAYPAL Bank Charges,-2.02,CHG
21793043,amznmktplace,-1.82,CHG
21793044,ON 2019-8-11 Fee,-1.77,CHG
21793045,TRANSFERWISE  Fee,-2.03,CHG
21793046,Bank Charges  12Aug19,-3.04,CHG
21793047,ROYAL BANK OF SCOTLAND 14Aug19,-1.56,CHG
21793048,27Jul19 Bank Charges NATWEST,-3.47,CHG
21793049,,-2.27,CHG
21793050,SUNDRY DEBIT Fee paypal,-2.02,CHG
21793051,royal bank of scotland,-1.65,CHG
21793052,SUNDRY DEBIT  TRANSFERWISE Fee,-2.29,CHG
21793053,SUNDRY DEBIT  3Aug19 Bank Charges,-1.89,CHG
21793054,natwest,-2.06,CHG
21793055,AMZNMKTPLACE,-1.84,CHG
21793056,SUNDRY DEBIT  transferwise,-2.44,CHG
21793057,Sundry debit: TRANSFERWISE  Bank Charges,-2.12,CHG
21793058,Fee ON 30 Aug paypal,-2.56,CHG
21793059,AMZNMKTPLACE,-2.89,CHG
21793060,Sundry debit:  PAYPAL Bank Charges,-1.71,CHG
21793061,ON 9 Aug transferwise,-2.57,CHG
21793062,EBAY 30Jul19,-1.71,CHG
21793063,SUNDRY DEBIT ON 2019-8-19 Fee transferwise,-2.53,CHG
21793064,royal bank of scotland  ON 7 Jul,-3.85,CHG
21793065,AMZNMKTPLACE Bank Charges,-1.96,CHG
21793066,transferwise Fee 9Aug19,-2.51,CHG
21793067,TRANSFERWISE,-1.54,MPO
21793068,26Aug19 halifax Fee,-2.25,CHG
21793069,,-2.46,CHG
21793070,ON 9 Jul,-1.8,CHG
21793071,Sundry debit: TRANSFERWISE ON 2019-7-7 VIA FASTER PAYMENT,-2.12,FPO
21793072,PAYPAL,-2.06,CHG
21793073,Fin:  natwest,-1.67,CHG
21793074,Sundry debit: ON 26 Jul EBAY,-1.68,CHG
21793075,Fin:,-2.4,CHG
21793076,ROYAL BANK OF SCOTLAND,-1.52,CHG
21793077,Sundry debit:  ON 13 Aug Bank Charges,-2.23,CHG
21793078,Fin: 9Jul19 paypal Bank Charges,-2.48,CHG
21793079,ON 23 Jul amznmktplace Fee,-2.43,CHG
21793080,ON 6 Aug NATWEST,-1.56,CHG
21793081,transferwise,-1.45,CHG
21793082,Sundry debit: royal bank of scotland Bank Charges ON 5 Jul,-2.55,CHG
21793083,Fin: ON 8 Aug paypal,-2.62,MPO
21793084,24Jul19 halifax Bank Charges,-2.83,CHG
21793085,SUNDRY DEBIT TRANSFERWISE ON 22 Aug,-1.98,CHG
21793086,TRANSFERWISE  Bank Charges,-3.22,CHG
21793087,TRANSFERWISE  ON 2019-8-31,-1.85,CHG
21793088,Fin: Fee  paypal,-2.26,CHG
21793089,Fee royal bank of scotland,-2.17,CHG
21793090,ON 6 Jul transferwise Bank Charges,-1.97,CHG
21793091,8Aug19 AMZNMKTPLACE,-1.62,CHG
21793092,Bank Charges NATWEST,-1.61,CHG
21793093,Sundry debit: paypal Bank Charges 8Jul19,-1.83,CHG
21793094,NATWEST,-2.4,CHG
21793095,Bank Charges,-1.68,CHG
21793096,Bank Charges AMZNMKTPLACE,-1.95,CHG
21793097,10Jul19,-1.71,CHG
21793098,16Jul19,-1.79,CHG
21793099,SUNDRY DEBIT   amznmktplace,-2.23,CHG
21793100,Bank Charges  ROYAL BANK OF SCOTLAND,-1.93,CHG
21793101,1Aug19 paypal,-2.29,CHG
21793102,ON 2019-8-5,-3.09,CHG
21793103,SUNDRY DEBIT 27Aug19 NATWEST,-2.66,CHG
21793104,,-2.05,CHG
21793105,Fin:   paypal,-2.83,CHG
21793106,Fin:  ON 11 Jul paypal,-2.28,CHG
21793107,Fin: ON 2019-7-21,-1.54,CHG
21793108,Bank Charges ON 4 Jul PAYPAL,-2.74,CHG
21793109,15Jul19 Bank Charges,-2.58,CHG
21793110,Sundry debit: Fee TRANSFERWISE,-2.89,CHG
21793111,TRANSFERWISE ON 2019-8-15,-2.11,CHG
21793112,Sundry debit: 9Aug19 natwest Fee,-1.85,CHG
21793113,ROYAL BANK OF SCOTLAND 4Jul19 VIA FASTER PAYMENT,-1.84,FPO
21793114,Fin:   paypal,-1.47,CHG
21793115,Fin: Fee  paypal,-1.9,CHG
21793116,SUNDRY DEBIT PAYPAL  ON 13 Aug,-2.53,CHG
21793117,,-1.97,CHG
21793118,Fee halifax,-2.71,CHG
21793119,SUNDRY DEBIT   Fee,-1.74,CHG
21793120,Sundry debit:  NATWEST,-2.87,CHG
21793121,ON 27 Jul HALIFAX Bank Charges,-2.09,CHG
21793122,ON 2019-7-4,-1.74,CHG
21793123,11Aug19 Bank Charges amznmktplace,-2.97,CHG
21793124,HALIFAX Bank Charges,-1.59,CHG
21793125,Fin:   paypal,-2.07,CHG
21793126,Fin: FASTER PAYMENTS OUT PAYPAL 29Aug19,-2.01,FPO
21793127,27Jul19  ebay,-1.91,MPO
21793128,PAYPAL,-1.89,CHG
21793129,HALIFAX,-1.58,CHG
21793130,Sundry debit:  PAYPAL,-1.7,CHG
21793131,SUNDRY DEBIT,-1.87,CHG
21793132,Sundry debit:   NATWEST,-2.12,CHG
21793133,Fin: ON 1 Jul  Bank Charges,-1.94,CHG
21793134,paypal,-1.73,CHG
21793135,VIA MOBILE ONLINE 25Aug19 ebay,-1.85,MPO
21793136,SUNDRY DEBIT  NATWEST ON 2019-8-2,-1.83,CHG
21793137,SUNDRY DEBIT VIA MOBILE ONLINE 29Aug19 HALIFAX,-2.2,MPO
21793138,SUNDRY DEBIT  Bank Charges halifax,-1.9,CHG
21793139,Bank Charges  transferwise,-2.09,CHG
21793140,AMZNMKTPLACE,-2.07,CHG
21793141,Fee  ON 27 Aug,-2.39,CHG
21793142,Fin: PAYPAL  Fee,-2.51,CHG
21793143,ON 2019-8-2 EBAY,-3.26,CHG
21793144,HALIFAX,-2.11,CHG
21793145,Bank Charges 1Jul19 NATWEST,-2.73,CHG
21793146,,-1.78,CHG
21793147,ON 2019-8-27,-1.9,CHG
21793148,Fin: 12Jul19  Bank Charges,-1.78,CHG
21793149,ON 22 Aug  natwest,-2.36,CHG
21793150,Bank Charges,-1.97,CHG
21793151,halifax  VIA MOBILE,-2.22,MPO
21793152,paypal,-1.98,CHG
21793153,SUNDRY DEBIT halifax Bank Charges,-1.83,CHG
21793154,,-2.29,CHG
21793155,Sundry debit: Bank Charges 2Aug19 paypal,-2.05,CHG
21793156,PAYPAL,-1.98,CHG
21793157,Fin:,-1.89,CHG
21793158,20Aug19 natwest,-2.49,CHG
21793159,Bank Charges transferwise ON 2019-7-14,-1.64,CHG
21793160,24Aug19  paypal,-2.87,CHG
21793161,SUNDRY DEBIT Fee royal bank of scotland,-1.81,CHG
21793162,,-2.76,CHG
21793163,Bank Charges  11Jul19,-1.84,CHG
21793164,paypal ON 12 Jul,-2.15,CHG
21793165,Fee AMZNMKTPLACE,-1.45,CHG
21793166,ON 2019-7-17 NATWEST Bank Charges,-2.18,CHG
21793167,royal bank of scotland Fee,-1.77,CHG
21793168,Fin:,-2.41,FPO
21793169,SUNDRY DEBIT  Fee 15Aug19,-1.97,CHG
21793170,PAYPAL,-1.96,CHG
21793171,SUNDRY DEBIT Bank Charges NATWEST ON 4 Jul,-2.05,CHG
21793172,NATWEST,-1.68,CHG
21793173,ON 5 Jul Apple Pay,-2.58,MPO
21793174,Sundry debit: Fee  natwest,-2.6,CHG
21793175,Fee,-1.64,CHG
21793176,20Aug19 Bank Charges transferwise,-1.54,CHG
21793177,AMZNMKTPLACE,-1.66,CHG
21793178,paypal,-2.74,CHG
21793179,Fin: 26Jul19 TRANSFERWISE Bank Charges,-2.21,CHG
21793180,Sundry debit: Bank Charges  ON 2019-8-16,-2.63,CHG
21793181,SUNDRY DEBIT BANK OF IRELAND,-2.79,CHG
21793182,ON 5 Aug Fee natwest,-1.91,CHG
21793183,natwest Fee,-2.38,CHG
21793184,Fee PAYPAL,-1.82,CHG
21793185,Fee TRANSFERWISE ON 2019-8-27,-1.83,CHG
21793186,Fin: ON 2019-7-25  Fee,-1.98,CHG
21793187,Fin: ON 2019-8-28  paypal,-2.22,CHG
21793188,Sundry debit:  paypal Fee,-2.15,CHG
21793189,Bank Charges amznmktplace,-2.49,CHG
21793190,Fin: EBAY  VIA MOBILE,-1.65,MPO
21793191,HALIFAX 3Jul19,-2.49,CHG
21793192,ON 25 Aug Bank Charges,-2.25,CHG
21793193,Sundry debit: ON 21 Jul  ROYAL BANK OF SCOTLAND,-1.97,CHG
21793194,Sundry debit: ON 7 Aug FASTER PAYMENTS OUT transferwise,-2.78,FPO
21793195,natwest ON 18 Jul Fee,-3.09,CHG
21793196,paypal  ON 2019-7-23,-2.71,CHG
21793197,ON 15 Aug PAYPAL,-1.56,MPO
21793198,ON 2019-7-8 AMZNMKTPLACE,-2.19,FPO
21793199,SUNDRY DEBIT  royal bank of scotland,-2.19,FPO
21793200,PAYPAL,-1.93,CHG
21793201,EBAY,-1.63,CHG
21793202,Fin: ON 8 Aug,-2.12,CHG
21793203,15Jul19,-2.18,CHG
21793204,amznmktplace Bank Charges,-2.0,CHG
21793205,SUNDRY DEBIT  paypal,-2.88,CHG
21793206,Sundry debit:  Bank Charges HALIFAX,-2.38,CHG
21793207,ON 2019-8-10 TRANSFERWISE,-2.1,CHG
21793208,Fin: TRANSFERWISE,-2.26,CHG
21793209,Fin:  ON 31 Jul,-2.34,CHG
21793210,Bank Charges paypal,-2.49,CHG
21793211,13Jul19  PAYPAL,-2.07,CHG
21793212,EBAY,-1.71,CHG
21793213,SUNDRY DEBIT Bank Charges  paypal,-1.66,CHG
21793214,SUNDRY DEBIT transferwise  Bank Charges,-2.63,CHG
21793215,Fin:  HALIFAX,-2.63,CHG
21793216,Sundry debit:  ebay,-1.53,CHG
21793217,SUNDRY DEBIT   Bank Charges,-2.78,CHG
21793218,Sundry debit:   amznmktplace,-2.01,CHG
21793219,PAYPAL 8Jul19 Fee,-2.32,CHG
21793220,,-2.48,CHG
21793221,ROYAL BANK OF SCOTLAND,-2.66,MPO
21793222,ON 30 Aug natwest,-2.81,MPO
21793223,TRANSFERWISE Fee ON 9 Aug,-2.36,CHG
21793224,ON 2019-7-5 Fee,-1.96,CHG
21793225,Sundry debit: TRANSFERWISE Bank Charges ON 2019-7-10,-2.21,CHG
21793226,royal bank of scotland ON 24 Jul,-1.56,CHG
21793227,Fee,-1.6,CHG
21793228,paypal Bank Charges,-1.86,CHG
21793229,Sundry debit:  paypal Bank Charges,-2.15,CHG
21793230,SUNDRY DEBIT ON 2019-7-25 halifax,-2.06,CHG
21793231,Sundry debit: AMZNMKTPLACE VIA FASTER PAYMENT,-2.11,FPO
21793232,Fin: Fee 25Jul19 AMZNMKTPLACE,-2.51,CHG
21793233,ON 4 Jul TRANSFERWISE,-2.71,CHG
21793234,Fee,-1.88,CHG
21793235,11Aug19  paypal,-2.61,FPO
21793236,Bank Charges,-1.75,CHG
21793237,PAYPAL ON 15 Jul,-1.96,CHG
21793238,Sundry debit:   Fee,-2.15,CHG
21793239,Sundry debit: Fee TRANSFERWISE 31Jul19,-2.75,CHG
21793240,Bank Charges 7Aug19 paypal,-1.46,CHG
21793241,natwest,-2.22,CHG
21793242,SUNDRY DEBIT  ON 14 Aug Fee,-2.0,CHG
21793243,Sundry debit:,-2.15,CHG
21793244,Fee,-2.1,CHG
21793245,,-1.93,MPO
21793246,Fee natwest ON 26 Jul,-1.79,CHG
21793247,ON 31 Aug paypal,-3.06,CHG
21793248,21Aug19,-1.98,CHG
21793249,,-2.7,MPO
21793250,SUNDRY DEBIT   Fee,-1.65,CHG
21793251,Fee,-1.96,CHG
21793252,Sundry debit: AMZNMKTPLACE Fee ON 31 Aug,-1.94,CHG
21793253,Sundry debit:,-3.36,CHG
21793254,SUNDRY DEBIT Fee paypal 25Aug19,-2.4,CHG
21793255,AMZNMKTPLACE Fee 29Jul19,-1.57,CHG
21793256,ON 31 Jul Bank Charges PAYPAL,-1.47,CHG
21793257,SUNDRY DEBIT Fee ON 2019-8-28 halifax,-2.88,CHG
21793258,SUNDRY DEBIT Fee ON 19 Aug paypal,-3.13,CHG
21793259,transferwise ON 2019-8-24 Fee,-1.88,CHG
21793260,Fin: ON 2 Jul  natwest,-2.21,CHG
21793261,Fee,-2.01,CHG
21793262,Sundry debit: NATWEST  Bank Charges,-2.53,CHG
21793263,SUNDRY DEBIT Fee ON 19 Jul royal bank of scotland,-1.76,CHG
21793264,Fin:  PAYPAL,-2.44,CHG
21793265,Bank Charges ON 8 Jul natwest,-2.76,CHG
21793266,Bank Charges  ON 2019-7-24,-2.13,CHG
21793267,Sundry debit: PAYPAL Bank Charges ON 30 Aug,-2.74,CHG
21793268,SUNDRY DEBIT  Bank Charges,-1.91,CHG
21793269,Sundry debit:  Bank Charges natwest,-1.68,CHG
21793270,ON 28 Aug halifax Fee,-2.87,CHG
21793271,Fin:,-1.76,CHG
21793272,SUNDRY DEBIT paypal Fee,-2.34,CHG
21793273,,-1.54,CHG
21793274,Fee  halifax,-2.42,CHG
21793275,Fee,-2.42,CHG
21793276,Bank Charges,-2.35,CHG
21793277,ON 2019-7-2 PAYPAL Bank Charges,-2.39,CHG
21793278,paypal,-2.07,CHG
21793279,SUNDRY DEBIT 5Jul19 paypal Bank Charges,-1.83,CHG
21793280,transferwise Bank Charges,-1.94,CHG
21793281,ON 2019-7-10,-1.93,CHG
21793282,ON 2019-8-19  Bank Charges,-1.7,CHG
21793283,Sundry debit: ON 29 Aug paypal,-2.59,FPO
21793284,SUNDRY DEBIT natwest Bank Charges,-2.23,CHG
21793285,SUNDRY DEBIT TRANSFERWISE,-2.67,MPO
21793286,ON 2019-7-10 Bank Charges,-1.9,CHG
21793287,Fin: Bank Charges  NATWEST,-1.66,CHG
21793288,PAYPAL 18Jul19 Fee,-1.54,CHG
21793289,Sundry debit: Bank Charges ON 22 Aug bank of ireland,-2.12,CHG
21793290,SUNDRY DEBIT paypal 17Aug19 Bank Charges,-1.77,CHG
21793291,PAYPAL,-1.54,CHG
21793292,NATWEST,-2.31,CHG
21793293,Bank Charges halifax ON 2019-8-8,-2.33,CHG
21793294,Sundry debit:   ON 2019-7-14,-2.06,CHG
21793295,amznmktplace,-2.53,CHG
21793296,Fin:  paypal,-1.95,CHG
21793297,Fin: Bank Charges NATWEST,-1.51,CHG
21793298,SUNDRY DEBIT TRANSFERWISE Bank Charges,-2.04,CHG
21793299,Bank Charges,-1.91,CHG
21793300,Fee  PAYPAL,-1.99,CHG
21793301,ROYAL BANK OF SCOTLAND,-1.65,CHG
21793302,Sundry debit: EBAY,-2.53,CHG
21793303,Fin: halifax VIA FASTER PAYMENT,-2.13,FPO
21793304,Sundry debit: ON 2019-7-29 ROYAL BANK OF SCOTLAND,-2.96,CHG
